row_id,source_file,row_in_file,case_group,case_subgroup,text
147,ordenanzas.csv,7,Transparencia,NORMA · CONVENIO COLECTIVO DEL PERSONAL LABORAL DEL EXCELENTÍSIMO AYUNTAMIENTO DE ALGUAZAS PARA EL AÑO 2009,"Concejalía: Transparencia. Subtema: NORMA · CONVENIO COLECTIVO DEL PERSONAL LABORAL DEL EXCELENTÍSIMO AYUNTAMIENTO DE ALGUAZAS PARA EL AÑO 2009. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/03/CONVENIO-COLECTIVO-DE-TRABAJO-PARA-EL-AYTO-DE-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/03/CONVENIO-COLECTIVO-DE-TRABAJO-PARA-EL-AYTO-DE-ALGUAZAS.pdf"
148,ordenanzas.csv,8,Transparencia,NORMA · ACUERDO MARCO SOBRE CONDICIONES DE TRABAJO DEL AYUNTAMIENTO DE ALGUAZAS,"Concejalía: Transparencia. Subtema: NORMA · ACUERDO MARCO SOBRE CONDICIONES DE TRABAJO DEL AYUNTAMIENTO DE ALGUAZAS. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/03/ACUERDO-MARCO-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/03/ACUERDO-MARCO-ALGUAZAS.pdf"
149,ordenanzas.csv,9,Transparencia,NORMA · ORDENANZA REGULADORA DE LA OBLIGATORIEDAD DE RELACIÓN POR MEDIOS ELECTRÓNICOS DE LAS PERSONAS ASPIRANTES EN LOS PROCESOS DE SELECCIÓN DE PERSONAL (Aprobación inicial en BORM nº 180 de 06/08/2026),"Concejalía: Transparencia. Subtema: NORMA · ORDENANZA REGULADORA DE LA OBLIGATORIEDAD DE RELACIÓN POR MEDIOS ELECTRÓNICOS DE LAS PERSONAS ASPIRANTES EN LOS PROCESOS DE SELECCIÓN DE PERSONAL (Aprobación inicial en BORM nº 180 de 06/08/2026). Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2026/08/BORM-No-180-06-08-2026-APROBACION-INICIAL-ORDENANZA-RELACION-POR-MEDIOS-ELECTRONICOS-PROCESOS-SELECCION.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2026/08/BORM-No-180-06-08-2026-APROBACION-INICIAL-ORDENANZA-RELACION-POR-MEDIOS-ELECTRONICOS-PROCESOS-SELECCION.pdf"
150,ordenanzas.csv,10,Hacienda,NORMA · PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024,"Concejalía: Hacienda. Subtema: NORMA · PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf"
151,ordenanzas.csv,11,Hacienda,NORMA · ORDENANZA MUNICIPAL GENERAL DE SUBVENCIONES,"Concejalía: Hacienda. Subtema: NORMA · ORDENANZA MUNICIPAL GENERAL DE SUBVENCIONES. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/06/PUBLICACION-APROBACION-DEFINITIVA-ORDENANZA-GENERAL-DE-SUBVENCIONES-BORM-No-131-DE-FECHA-10-06-2021.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/06/PUBLICACION-APROBACION-DEFINITIVA-ORDENANZA-GENERAL-DE-SUBVENCIONES-BORM-No-131-DE-FECHA-10-06-2021.pdf"
152,ordenanzas.csv,12,Sede electrónica,NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA ADMINISTRACIÓN ELECTRÓNICA EN EL AYUNTAMIENTO DE ALGUAZAS (BORM nº 84 de 12/04/2024),"Concejalía: Sede electrónica. Subtema: NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA ADMINISTRACIÓN ELECTRÓNICA EN EL AYUNTAMIENTO DE ALGUAZAS (BORM nº 84 de 12/04/2024). Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2024/04/BORM-84-DE-12-04-2024-ORDENANZA-MUNICIPAL-REGULADORA-DE-LA-ADMINISTRACION-ELECTRONICA-EN-EL-AYUNTAMIENTO-DE-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2024/04/BORM-84-DE-12-04-2024-ORDENANZA-MUNICIPAL-REGULADORA-DE-LA-ADMINISTRACION-ELECTRONICA-EN-EL-AYUNTAMIENTO-DE-ALGUAZAS.pdf"
153,ordenanzas.csv,13,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2020,"Concejalía: Empleo y Formación. Subtema: NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2020. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf"
154,ordenanzas.csv,14,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2021,"Concejalía: Empleo y Formación. Subtema: NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2021. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/01/OEP-2021.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-2021.pdf"
155,ordenanzas.csv,15,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021),"Concejalía: Empleo y Formación. Subtema: NORMA · OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021). Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf"
156,ordenanzas.csv,16,Empleo y Formación,NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL,"Concejalía: Empleo y Formación. Subtema: NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf"
157,ordenanzas.csv,17,Igualdad,NORMA · II PLAN MUNICIPAL DE IGUALDAD DE OPORTUNIDADES ENTRE HOMBRES Y MUJERES DEL AYUNTAMIENTO DE ALGUAZAS (Decreto de Alcaldía 1284/2024),"Concejalía: Igualdad. Subtema: NORMA · II PLAN MUNICIPAL DE IGUALDAD DE OPORTUNIDADES ENTRE HOMBRES Y MUJERES DEL AYUNTAMIENTO DE ALGUAZAS (Decreto de Alcaldía 1284/2024). Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2024/10/20240516_Otros_II-PLAN-MUNICIPAL-DE-IGUALDAD-DE-OPORTUNIDADES-ENTRE-MUJERES-Y-HOMBRES-AYUNTAMIENTO-DE-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2024/10/20240516_Otros_II-PLAN-MUNICIPAL-DE-IGUALDAD-DE-OPORTUNIDADES-ENTRE-MUJERES-Y-HOMBRES-AYUNTAMIENTO-DE-ALGUAZAS.pdf"
158,ordenanzas.csv,18,Seguridad Ciudadana,NORMA · ORDENANZA MUNICIPAL PARA PROTECCION DE LA SEGURIDAD CIUDADANA Y PREVENCION DE CONDUCTAS INCIVICAS EN EL MUNICIPIO DE ALGUAZAS,"Concejalía: Seguridad Ciudadana. Subtema: NORMA · ORDENANZA MUNICIPAL PARA PROTECCION DE LA SEGURIDAD CIUDADANA Y PREVENCION DE CONDUCTAS INCIVICAS EN EL MUNICIPIO DE ALGUAZAS. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20190128_ANUNCIO-BORM-No-158-DE-11-7-2018.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20190128_ANUNCIO-BORM-No-158-DE-11-7-2018.pdf"
